安纳的杰弗逊	1
安纳托利亚	1
安尼帕德	1
安宁	26
安农	1
安排	353
安培	1
安贫乐道	8
安平	4
安普	1
安庆	1
安秋顺	2
安丘	5
安全	2056
安全保护装置	5
安全部	6
安全阀	3
安全服务器	3
安全感	8
安全局	3
安全壳	12
安全区	7
安全事件	3
安全网	1
安全系数	16
安全性	357
安全装置	5
安然	3
安然无恙	4
安仁	5
安萨里	1
安塞	1
安塞县	2
安山岩	3
安上	1
安身	2
安身立命	11
安史之乱	5
安士林	1
安是文	1
安树青	3
安顺	1
安特卫普	6
安天会	6
安田	1
安田保雄	1
安恬	1
安外	2
安危	3
安维朴	2
安慰	17
安卧	1
安熙	1
安西	2
安息	4
安闲	7
安乡	1
安祥	2
安详	4
安心	6
安阳	3
安以乐	1
安逸	7
安于	8
安于现状	5
安于小成	3
安葬	5
安则久	1
安志明	1
安置	18
安装	418
安装成本	1
安装程序	4
安装调试	2
安装简便	1
安装客户	3
安装条件	1
安装位置	1
安装文件	1
安装装置	10
安装状态	1
安燮南	4
俺	6
按	2828
按比例	10
按兵不动	1
按部就班	7
按程序	2
按规定	12
按键	25
按揭	2
按劳分配	4
按理	4
按理说	1
按摩	16
按钮	158
按钮开关	5
按期	8
按时	10
按说	1
按需分配	4
按语	2
按照	1119
按住	5
暗	165
暗暗	13
暗藏	2
暗处	3
暗淡	11
暗地里	2
暗渡陈仓	1
暗含	11
暗号	1
暗红	3
暗灰	3
暗流	1
暗绿	5
暗色	1
暗示	107
暗室	34
暗算	1
暗影	3
暗喻	12
暗中	17
暗自	2
岸	302
岸边	32
岸防	2
岸然	3
岸上	12
岸线	6
胺	244
胺反应	1
胺化	2
胺化合物	4
胺基	5
胺类化合物	11
胺溶液	4
胺树脂	6
胺水溶液	1
案	72
案件	16
案例	91
案头	13
案子	10
肮	1
肮脏	7
昂	9
昂贵	68
昂科纳	2
昂然	6
昂首	3
昂扬	15
盎	2
盎然	13
盎司	8
凹	74
凹槽	5
凹痕	1
凹坑	1
凹面	1
凹区	5
凹曲面	1
凹凸	39
凹凸不平	2
凹陷处	2
凹型	10
敖	1
敖包	2
熬	5
熬煎	1
熬汤	1
翱翔	8
袄	1
傲	21
傲骨	5
傲慢	19
傲然	1
傲视	4
傲雪	1
奥	88
奥德姆	2
奥德塞	2
奥德修斯	28
奥得修斯	1
奥迪	2
奥地利	22
奥蒂西	2
奥多耶夫斯	1
奥尔	1
奥尔波卢利布德姆	1
奥尔多的利奥波德	1
奥尔菲斯	10
奥尔胡斯	9
奥尔利的利奥波德	1
奥尔洛夫	1
奥尔特加	4
奥弗	1
奥戈尼兰	2
奥古斯特	1
奥卡姆	1
奥康姆	1
奥克斯	1
奥兰斯坦	1
奥朗	2
奥雷连诺	1
奥里诺科	1
奥里诺科河	2
奥里萨	7
奥里萨邦	2
奥列格	1
奥林	7
奥林匹克	3
奥林匹亚	8
奥洛弗	2
奥曼	1
奥秘	53
奥妙	24
奥尼尔	37
奥尼尔才	2
奥帕	2
奥瑞纳	2
奥塞	1
奥赛罗	11
奥斯	1
奥斯博恩	1
奥斯卡	4
奥斯陆	8
奥斯马斯顿	1
奥斯曼	1
奥斯特罗夫斯基	1
奥斯特洛夫斯基	2
奥斯威辛	1
奥塔	1
奥廷托	2
奥拓	1
奥维德	1
奥运会	1
懊	4
懊恼	2
懊丧	1
澳	15
澳大利亚	162
澳大利亚联邦	2
澳大利亚人	1
澳柯玛	4
澳门	103
澳洲	3
芭蕉	27
芭蕾	7
芭蕾舞	12
芭蕾舞剧	3
捌点	1
扒	4
扒开	1
扒手	1
叭	3
吧	88
笆	1
八	467
八		1
八百	2
八百九十九年	1
八百年	2
八宝山	4
八点	1
八度	1
八段	1
八方	2
八方来客	3
八分	11
八哥	1
八股	1
八股文	2
八国联军	3
八九	3
八九十年代	2
八六三	56
八六三的五一二	1
八路军	5
八面来风	1
八面玲珑	2
八年	19
八七	1
八千	4
八千二百八十	1
八十	14
八十八	2
八十二点八	1
八十二年	2
八十六	1
八十年代	67
八十三	1
八十四	2
八十五	1
八十一	2
八时	2
八五	133
八仙	4
八仙过海	3
八旬	2
八一	9
八亿	2
八月	12
八字	5
八卦	8
八卦阵	1
疤	5
巴	190
巴阿隆	1
巴巴	4
巴巴多斯	1
巴比	3
巴比伦	3
巴比特	38
巴伯顿	2
巴布亚	2
巴布亚新几内亚	19
巴东	4
巴东县	1
巴儿狗	3
巴尔	6
巴尔的摩	5
巴尔登加甫	8
巴尔登加甫多	2
巴尔迪	2
巴尔加斯的略	2
巴尔伦	1
巴尔特	4
巴尔扎克	51
巴方	1
巴格达	5
巴古宁	2
巴哈	1
巴赫金	22
巴基斯坦	9
巴金	43
巴科斯	2
巴克	2
巴克森德尔	12
巴拉兹	4
巴兰基利亚	8
巴兰基利亚市	4
巴勒斯坦	6
巴黎	92
巴黎公社	3
巴里	4
巴利	1
巴伦西亚	1
巴伦支海	5
巴罗克	5
巴洛克	4
巴马	2
巴纳巴斯	1
巴南区	2
巴尼	1
巴尼尔的基南	1
巴人	2
巴塞尔	12
巴塞罗那	1
巴山	17
巴什基	2
巴什金	3
巴士	4
巴士底狱	2
巴氏	2
巴蜀	5
巴斯	17
巴思	2
巴特	1
巴特尔	6
巴特里特	3
巴特农	1
巴托罗米欧	1
巴娃赛娜	2
巴西	67
巴新	1
巴燕	2
巴彦淖尔	1
巴叶斯	2
巴依	2
巴音	2
巴音郭楞蒙古自治州	3
巴赞	7
巴掌	1
巴兹尔	2
拔	36
拔插	2
拔地而起	2
拔掉	3
拔动	1
拔高	4
拔尖	2
拔节	50
拔腿	1
跋	26
跋山涉水	3
跋涉	13
跋扈	3
靶	23
靶面	6
把	7161
把柄	1
把持	4
把关	14
把门	2
把式	22
把头	3
把握	746
把戏	5
把子	5
耙	3
坝	414
坝段	2
坝基	3
坝上	19
坝体	37
坝址	4
坝子	1
霸	70
霸道	6
霸卡	1
霸气	1
霸权	51
霸权主义	27
霸王	6
霸王别姬	5
霸占	4
霸主	14
罢	21
罢工	5
罢官	21
罢了	46
罢免	1
罢市	1
罢手	1
罢休	2
罢黜	3
爸	12
爸爸	16
白	755
白巴特尔	1
白白	2
白板	34
白碧君	1
白波	1
白菜	4
白长	2
白城	2
白城市	1
白痴	2
白炽灯	12
白搭	1
白代之	2
白地	2
白点	12
白淀	1
白栋+	2
白发	4
白发苍苍	1
白发人	2
白方周	3
白费	1
白粉	10
白粉病	1
白腐真菌	7
白傅	5
白刚	1
白高斯噪声	2
白光	1
白果	4
白盒	2
白河	16
白河县	1
白鹤	8
白虹贯	1
白虎	8
白虎星	1
白花红花	1
白华	1
白化	2
白话	69
白话诗	21
白话文	8
白怀	2
白灰	2
白即舍	2
白嘉轩	22
白剑峰	2
白金	7
白净	1
白酒	1
白居易	56
白驹	2
白开水	2
白克智	4
白兰地酒	1
白朗	2
白立为	1
白莲	2
白良	1
白灵	5
白领	3
白令海	1
白露	6
白鹿	3
白鹿村	3
白鹿原	48
白马	57
白马泉	10
白满	2
白茫茫	2
白茅	8
白毛女	14
白梅	1
白门柳	2
白面	8
白描	119
白敏冬	2
白乃彬	1
白内障	2
白袍	1
白皮书	13
白苹	1
白朴	3
白旗	1
白秋英	4
白求恩	9
白区	3
白热化	3
白人	3
白日	19
白日梦	12
白日做梦	2
白若冰	1
白色	92
白色恐怖	7
白色像素	1
白砂糖	1
白沙	5
白山	2
白山黑水	2
白石	1
白氏	3
白水	3
白硕	12
白塔	2
白太傅	5
白檀	2
白体	1
白天	48
白头翁	10
白土	65
白兔	4
白文	1
白细胞	2
白线	1
白香山	2
白孝文	2
白新河	2
白行简	1
白雪	4
白雪峰	1
白雪生	8
白血病	4
白烟	6
白岩河	2
白演	1
白燕斌	1
白洋淀	39
白衣	6
白衣战士	1
白银	12
白影	3
白榆	3
白鱼	2
白羽	1
白玉	1
白玉昆	1
白云	44
白云石	16
白噪声	30
白振	1
白纸	3
白纸黑字	2
白志鹏	1
白质	5
白昼	2
白子正	1
白族	3
白垩	30
白垩纪	7
白薇	2
白璧	3
白桦	10
白鹄	1
白鹭	2
白鹳	1
白暨豚	2
柏	50
柏格森	22
柏慧	8
柏克	13
柏拉图	114
柏林	39
柏木林	2
柏群	2
柏树	1
柏堂	2
柏油路	5
百	428
百般	6
百尺竿头	2
百二十八	1
百发百中	1
百废俱兴	1
百分	132
百分比	59
百分点	19
百分点.	4
百分率	44
百分数	20
百分之	8
百分之八	11
百分之八点	2
百分之百	9
百分之二	15
百分之二点	1
百分之九	18
百分之六	8
百分之七	6
百分之三	5
百分之三点	1
百分之十	3
百分之十八	1
百分之十八点八	1
百分之十二点九	1
百分之十九	1
百分之十六	1
百分之十七	2
百分之十七点二	1
百分之十三	1
百分之十三点七	1
百分之十五	1
百分之四	8
百分之五	2
百分之一	2
百分制	2
百感交集	1
百合	3
百合花	4
百合科	1
百花	29
百花齐放	47
百花园	6
百花争艳	1
百花洲	1
百货	1
百货店	2
百货公司	1
百货商店	1
百家争鸣	49
百看不厌	3
百科	8
百科全书	28
百老汇	1
百联	1
百两	2
百零六点五	1
百年	197
百千	5
百千年	2
百日	9
百十	1
百十分	1
百兽	4
百思不得其解	4
百听不厌	2
百万富翁	4
百无聊赖	6
百五	40
百五 	2
百五十	1
百姓	146
百姓家	1
百业兴旺	1
百叶窗	2
百叶箱	2
百一	1
百折不回	3
百舸争流	1
摆	109
摆布	8
摆地摊	1
摆动	29
摆动幅度	2
摆动轴	1
摆渡	1
摆放	14
摆架子	1
摆开	5
摆弄	1
摆平	2
摆设	4
摆式	2
摆手	1
摆脱	291
败	39
败北	2
败笔	7
败坏	23
败绩	1
败家子	1
败落	2
败退	1
败血症	2
败仗	3
败者	1
败阵	2
拜	74
拜博塔	2
拜城	3
拜大年	1
拜倒	3
拜耳	5
拜访	3
拜会	2
拜金	1
拜金主义	26
拜伦	11
拜仑	2
拜年	2
拜师	4
拜堂	1
拜天地	1
拜望	1
拜物教	13
拜谢	1
拜占廷	1
拜占庭	7
拜谒	1
稗	9
斑	74
斑斑	6
斑驳	3
斑驳陆离	2
斑点	29
斑块	17
斑马鱼	17
斑图像	1
斑纹	2
斑岩	3
斑竹	1
斑斓	14
斑鸠	1
班	260
班彪	2
班长	1
班车	1
班次	5
班底	1
班戈	2
班机	1
班轮	2
班门弄斧	2
班余维琛	2
班主任	8
班子	5
班组	4
班禅	1
搬	70
搬动	1
搬进	5
搬迁	21
搬移	1
搬运	17
扳	5
扳倒井	1
扳机	1
般	203
般般	1
颁	7
颁布	107
颁发	57
颁奖	5
板	316
板材	28
板带	1
板凳	3
板号	2
板胡	2
板件	1
板结	10
板块	17
板框	2
板栗	2
板坯	10
板桥	1
板实	1
板式	12
板塔	2
板型	1
板形控制	1
板岩	8
板眼	2
板粘合	2
板滞	3
板状	10
板子	4
版	1548
版本	309
版本号	24
版本升级	6
版本信息	7
版次	10
版画	369
版面	54
版面设计	4
版权	18
版权保护	2
版权内容	2
版式	1
版税	4
版图	12
扮	69
扮成	7
扮相	15
扮演	141
扮演者	9
拌	9
拌匀	4
伴	70
伴唱	12
伴侣	6
伴生	15
伴随	232
伴舞	1
伴音	4
伴有	7
伴奏	26
瓣	9
半	881
半包围	1
半壁	1
半波	4
半成品	15
半程	2
半岛	61
半导体	46
半导体材料	3
半导体工艺	1
半导体技术	2
半导体器件	1
半导体器件试验	1
半点	11
半定量	11
半儿	9
半封闭	11
半封建	14
半刚性	1
半功倍	1
半固态	1
半截	2
半径	230
半径值	2
半空	8
半路	1
半脑	8
半瓶醋	1
半期	13
半球	16
半球形	2
半日	3
半乳糖苷	6
半色调	1
半身	6
半生	7
半数	9
半衰期	36
半双工	2
半双工通信	1
半死	2
半天	1
半停产	1
半透明	6
半途而废	4
半文盲	3
半夜	3
半音	4
半圆	13
半圆形	3
半月刊	3
半殖民地	15
半周期	1
半主动	3
半自动	31
半自给	3
半胱氨酸	38
办	133
办案	1
办班	5
办报	9
办厂	1
办到	5
办法	346
办公	37
办公环境	1
办公楼	15
办公设备	4
办公室	109
办公室工作	1
办公厅	3
办公效率	3
办公桌	4
办公自动化	15
办刊	13
办理	25
办事	19
办事处	39
办事效率	1
办学	50
绊	1
绊倒	3
绊脚石	2
邦	63
邦勒	1
邦彦	2
邦政府	11
帮	80
帮衬	3
帮忙	9
帮派	2
帮腔	8
帮闲	5
帮凶	3
帮助	501
帮助人们	10
帮助信息	7
帮助用户	30
梆	8
梆子	14
榜	10
榜首	7
榜样	28
膀胱癌	5
绑	18
绑定	96
绑定信息	19
棒	99
棒球	2
棒头	2
棒形	1
棒状	5
磅	16
磅礴	5
蚌	2
蚌埠	5
蚌壳	2
镑	2
傍	4
傍晚	3
谤	4
苞	48
胞	67
胞弟	1
胞胎	1
胞兄	1
包	825
包办	9
包庇	1
包藏	2
包处理	2
包传送	1
包打天下	1
包尔汉	1
包发送	16
包法利	6
包分配	1
包袱	13
包覆	8
包钢	5
包公	3
包国梁	2
包裹	66
包含	1943
包含点	1
包含关系	24
包涵	8
包浩斯	2
包惠明	1
包机	2
包括	4035
包揽	4
包里	1
包林	1
包罗	1
包罗万象	10
包请求	1
包容	132
包式	8
包世臣	2
包数据	4
包体	1
包体中	1
包天	1
包头	22
包头市	2
包围	128
包为民	1
包维楷	1
包线	2
包晓光	1
包信息	1
包亚明	2
包有聚	1
包约翰	1
包扎	1
包占	1
包拯	10
包拯之	1
包志成	1
包忠文	2
包忠谟	2
包住	4
包转发	6
包装	238
包装材料	7
包装袋	3
包装规格	3
包装器	31
包装物	8
褒	22
褒贬	22
褒奖	2
褒扬	11
褒义	1
剥	29
剥夺	38
剥离	37
剥落	12
剥蚀	28
剥削	15
剥削阶级	12
剥削者	5
睌	1
睏	1
薄	190
薄板	6
薄薄的	7
薄唇	1
薄夫淳	3
薄古厚	1
薄厚	2
薄技	1
薄命	2
薄膜	96
薄片	4
薄情	1
薄弱	102
薄雾	3
薄先锋	1
薄一波	2
薄伽丘	2
雹	1
保	271
保的恩斯特	2
保安	16
保藏	1
保长	1
保持	1795
保持高速	1
保持工作	26
保持恒定	5
保持基	2
保持寄存器	3
保持较低	1
保持接触	1
保持连续	3
保持良好	12
保持平衡	11
保持器	11
保持时间	10
保持数据	3
保持同步	7
保持稳定	30
保持系统	4
保持用户	1
保持原	4
保持正常	2
保持执行	1
保持装置	3
保持状态	2
保持足够	1
保持最佳	2
保存	446
保存测试	1
保存时间	7
保存数据	2
保存文件	3
保存系统	1
保存信息	1
保存用户	1
保存在服务器	1
保定	12
保定市	6
保尔	6
保尔的巴尔特	3
保尔的恩斯特	1
保尔的柯察金	3
保费	1
保管	9
保管员	1
保护	1362
保护材料	2
保护层	10
保护程序	12
保护措施	14
保护单元	1
保护地	13
保护电路	3
保护电脑	1
保护对象	58
保护法	22
保护范围	11
保护方式	1
保护分区	1
保护环	1
保护环境	69
保护机制	4
保护技术	1
保护卡	1
保护空间	2
保护类型	10
保护林	10
保护率	2
保护模式	18
保护膜	4
保护能力	4
保护区	240
保护人	1
保护伞	4
保护神	1
保护性	16
保护状态	2
保护资源	5
保皇党	1
保加利亚	2
保价	4
保驾	1
保健	60
保健品	5
保健食品	1
保健所	1
保健网	2
保健站	2
保靖县	1
保龄宝	2
保留	436
保留剧目	2
保留用户	1
保留值	22
保留字	2
保罗	7
保罗的埃伦堡	1
保罗的昂格尔	4
保罗的德的曼	1
保罗的格林哈尔希	2
保罗的赖斯	2
保罗的泰勒	4
保罗的兴	1
保罗的沙里茨	1
保密	70
保密密钥	2
保密性	29
保密性强	2
保苗	6
保姆	3
保全	21
保墒	2
保湿	1
保释	2
保守	156
保守派	7
保守主义	17
保卫	25
保温	27
保温时间	5
保鲜	6
保险	32
保险费	10
保险公司	5
保险管	1
保险柜	3
保险合同	3
保险机构	2
保险金	1
保险业	6
保险业务	1
保修期限	1
保养	36
保有	4
保有量	10
保佑	8
保育	1
保障	181
保真	2
保真度	3
保证	2054
保证测量	1
保证产品	7
保证传输	4
保证光	1
保证交易	4
保证较高	3
保证金	6
保证客户	4
保证良好	2
保证能够	6
保证人	2
保证设备	1
保证书	2
保证数据	24
保证通信	1
保证通讯	1
保证网络	15
保证系统	111
保证信息	14
保证用户	7
保证语音	1
保证最终	2
保值	3
保质	1
保住	1
保铮	2
堡	66
堡垒	20
饱	63
饱尝	3
饱含	27
饱和	411
饱和点	3
饱和度	67
饱和聚酯	2
饱和水	4
饱和蒸汽	1
饱经	3
饱经沧桑	1
饱经忧患	1
饱览	2
饱满	11
饱暖	1
饱食终日	2
饱受	9
宝	136
宝安	1
宝安达	1
宝安区	1
宝贝	4
宝藏	12
宝城	1
宝城南	1
宝成	1
宝地	1
宝钢	10
宝贵	81
宝贵时间	1
宝红堂	2
宝鸡	3
宝剑	5
宝洁	2
宝库	35
宝莲灯	4
宝马	2
宝山	10
宝石	8
宝塔	4
宝塔区	2
宝文堂	2
宝物	3
宝兴	1
宝应	2
宝应县	3
宝玉	20
宝真	1
宝座	5
宝坻县	2
宝铎	2
抱	126
抱病	3
抱残守缺	2
抱定	1
抱栋	2
抱负	20
抱负的的	1
抱恨	5
抱歉	2
抱轩	1
抱养	2
抱有	5
抱怨	15
报	716
报表	198
报表处理	1
报表打印	9
报表定义	1
报表格式	4
报表数据	1
报表所需	1
报表文件	2
报表制作	2
报偿	2
报酬	92
报仇	18
报春	3
报春花	1
报答	5
报导	66
报到	3
报道	486
报端	1
报废	18
报复	15
报告	966
报告分析	2
报告会	13
报告基因	1
报告团	13
报告文学	16
报告系统	1
报关	1
报馆	2
报国	4
报国志	1
报价	6
报价系统	2
报界	1
报警	191
报警电话	3
报警时间	1
报警事件	4
报警提示	1
报警条件	1
报警系统	10
报警显示	2
报警信号	5
报警信息	21
报警中心	2
报警状态	1
报刊	86
报考	3
报名	12
报名表	4
报幕	5
报幕员	1
报批	4
报请	2
报社	6
报时	1
报摊	2
报头	27
报文传输	7
报文传送	2
报文丢失	1
报文发送	1
报文封装	1
报文格式	4
报文类型	2
报文内容	2
报文头	1
报文协议	1
报文信息	1
报文转发	11
报喜	1
报效	1
报信	2
报应	5
报载	5
报章	1
报章杂志	1
报知	1
报纸	83
暴	15
暴臣	3
暴动	4
暴发	61
暴发户	5
暴风雨	9
暴风骤雨	17
暴君	2
暴力	57
暴烈	1
暴露	454
暴露无遗	3
暴乱	14
暴怒	2
暴虐	8
暴晒	5
暴跳如雷	5
暴夏	1
暴行	1
暴雨	187
暴躁	1
暴涨	7
暴政	4
暴殄天物	6
暴戾	1
豹	13
鲍	22
鲍本	2
鲍昌	3
鲍德里亚	1
鲍歌	6
鲍家诗	2
鲍居武	2
鲍姆	1
鲍姆嘉滕	1
鲍姆加顿	2
鲍荣浩	4
鲍桑葵	4
鲍叔	1
鲍特	2
鲍威尔	2
鲍献文	6
鲍晓	2
鲍新福	2
鲍伊岚	4
鲍照	1
鲍忠	1
鲍忠贵	1
鲍庄	1
鲍子平	2
爆	162
爆发	58
爆裂	15
爆满	6
爆破	41
爆燃	4
爆炸	119
爆炸点	1
爆炸危险	2
爆炸物	4
爆炸性	12
杯	61
杯子	1
碑	48
碑记	4
碑刻	4
碑林	1
碑林区	1
碑铭	2
碑文	3
碑阴	1
悲	123
悲哀	61
悲惨	49
悲愁	1
悲愤	22
悲歌	2
悲观	56
悲观失望	4
悲欢	15
悲欢离合	12
悲剧	426
悲剧性	36
悲苦	6
悲凉	19
悲戚	2
悲泣	1
悲切	1
悲切切	1
悲伤	34
悲叹	6
悲天悯人	3
悲痛	11
悲痛欲绝	1
悲喜	24
悲喜剧	13
悲壮	38
悲怆	5
悲恸	2
卑	51
卑鄙	4
卑贱	1
卑劣	6
卑怯	3
卑微	13
卑污	2
卑下	15
北	499
北岸	15
北半球	12
北边	11
北冰洋	9
北部	134
北部湾	2
北侧	17
北朝	1
北辰	3
北川	4
北村	2
北大	27
北大方正集团	1
北大荒	7
北戴河	13
北戴河区	1
北东	2
北斗	3
北段	4
北伐	7
北伐战争	5
北方	149
北非	4
北风	6
北国	5
北海	15
北海道	8
北航	4
北河	1
北华	3
北回归线	2
北极	296
北极点	4
北极海	1
北极圈	8
北江	12
北郊	2
北京	3763
北京城	2
北京大学	257
北京市	201
北京市人民政府	2
北京铁路局	2
北卡罗来纳州	1
北克	3
北里	3
北麓	1
北仑河口	3
北美	39
北美洲	11
北面	5
北欧	39
北票	2
北平	56
北平原	2
北坡	1
北齐	2
北人	4
北三环	3
北上	3
北师大	2
北石村	1
北石井	2
北四环	1
北宋	59
北纬	31
北魏时造	1
北魏时作	1
北魏太武	1
北魏文成	1
北温带	1
北向南	2
北辛安	11
北新	1
北亚	2
北翼岩	2
北缘	2
北苑	4
北岳	1
北征	1
北至南	2
北周	4
北宗	1
北禅	1
北碚区	2
辈	23
辈出	8
辈分	1
背	172
背包	1
背部	7
背带	2
背道而驰	6
背地里	3
背风	34
背负	7
背光	1
背后	90
背记	3
背井离乡	4
背景	1048
背景区域	2
背景色	18
背景图像	2
背景物体	2
背景颜色	3
背景音乐	5
背景噪声	6
背景噪音	1
背景知识	38
背靠背	21
背离	30
背篓	3
背面	13
背谬	3
背叛	20
背弃	10
背上	4
背时	2
背书	2
背诵	5
背心	4
背信弃义	4
背影	3
背着	9
背鳍	1
贝	32
贝奥武甫	1
贝贝尔	1
贝多芬	15
贝尔	26
贝格	4
贝河	2
贝加宁	1
贝壳	11
贝克	1
贝克尔	2
贝克勒尔	2
贝克特	11
贝拉的巴拉兹	3
贝勒	2
贝类	20
贝利	2
贝宁	1
贝塔朗菲	4
贝托的波丘尼	1
贝西	5
贝叶	1
贝叶斯	16
贝叶斯方法	3
贝叶斯推理	2
贝佐	12
贝聿铭	3
钡	17
倍	958
倍感	7
倍加	2
倍受	23
倍数	107
倍数数	2
倍速	1
倍增	98
倍增器	4
狈	2
备	170
备案	1
备播	4
备查	8
备份	123
备份策略	7
备份程序	2
备份存储	1
备份方式	1
备份服务器	8
备份设备	1
备份数据	2
备份数据库	4
备份文件	3
备份系统	8
备感	1
备件	1
备考	2
备课	2
备品	1
备受	24
备忘	1
备忘录	22
备选	6
备要	2
备用	84
备用状态	1
备灾	1
备战	2
备至	2
备注	21
惫	2
焙烧	57
被	8482
被捕	13
被盗	3
被动	166
被动式	4
被俘	3
被服	2
被覆	3
被告	5
被告人	2
被告席	4
被管理者	2
被里	1
被迫	38
被头	3
被子	5
被子植物	2
奔	54
奔波	3
奔驰	8
